,Line Item Quantity,Freight Cost (USD),Vendor,meds
1809,4501,7445.8,59,Minastrin 24
1810,873,7445.8,59,Spiro/hctz
1811,149824,7445.8,59,USP (Twice Weekly) .0375 mg/day Vitamin D3 3000IU
1812,214,1133.0,59,Lopinol
1813,1201,2737.97,59,Coreg 25mg BID
1814,400,6811.39,59,Flonase as needed
1815,10406,11103.234819296562,59,Oxybutynin 10 mg
1816,120000,8281.69,59,Semaglutide
1817,2917,5233.52,59,Fishoil
1818,3612,11103.234819296562,59,lisinopril 40 mg
1819,2393,2014.86,59,Clonazepam
1820,4564,4999.48,59,levothyroxine 88 mcg
1821,15000,6037.19,59,ramipril
1822,13000,6575.7,59,ibuprophen
1823,84282,16339.98,59,Hydrochlorothiazide 25mg QD
1824,5527,11005.67,59,Steroids
1825,4400,5678.7,59,clonazepam PRN
1826,5060,9341.49,59,Cosentyx
1827,243,9341.49,59,fluticasone INH
1828,9288,1588.06,59,vitamin c 1000 mg
1829,16524,4764.16,59,losartan 100 mg
1830,350,749.25,59,gabapentin 300mg 3 tabs x 3 dail
1831,3752,11103.234819296562,59,but not taken on this day.
1832,100,523.45,59,Ondensetron
1833,60840,33279.39,59,Januvia
1834,120,11103.234819296562,59,Mirena IUD
1835,200,11103.234819296562,59,Leflunomide
1836,31240,4897.42,59,Mucinex; Nasocort; Multi vitamin; Fish Oil; Salmon oil (I don't eat fish!!); Big B 100; C; Calcium; CLA; Cranberry; E; Flaxseed
1837,6661,4702.02,59,cetirizine 10mg
1838,3287,11103.234819296562,59,Cromolyn
1839,384,11103.234819296562,59,81mg Aspirin
1840,210,6012.0,59,Natures Bnty Hair
1841,3500,9437.24,59,Fish Oil (1000mg)
1842,4000,596.4,59,Enegen-c with vitamin D Gummies
1843,1200,11103.234819296562,59,Escitalopram
1844,2703,2208.0,59,B complex vitamin
1845,10,1027.0,59,Seraquil
1846,15,977.64,59,Metformin 2g qPM
1847,10000,3026.0,59,tramadol as needed Calcium
1848,68,11103.234819296562,59,Levothyroxine
1849,100,944.67,59,senior multivitamin
1850,5250,8526.94,59,Aspirin 81mg- 1 tablet PO daily
1851,9000,3205.0,59,Conjugated Linoleic Acid
1852,30000,11103.234819296562,59,advair inhaler
1853,10000,3142.0,59,nitrofurantoin
1854,1000,1458.0,59,000 MCG IM DAILY   HYDROmorphone (DILAUDID) 2 MG PO Q4H PRN   traMADol (ULTRAM) 50-100 MG PO Q6H PRN   ENOXAPARIN (LOVENOX) 40 MG SUBQ DAIL
1855,9000,3155.0,59,lexapro
1856,534,11103.234819296562,59,Vitamin D and B12 and Folate
1857,3436,1848.37,59,Montelukast sodium
1858,61468,11103.234819296562,59,vit b1
1859,28665,6834.0,59,allopurinol 300mg daily
1860,1370,1489.52,59,Trintellex
1861,470,11103.234819296562,59,Acetaminophen 500 mg
1862,150,952.04,59,miralax
1863,6400,5348.0,59,1X a day at bedtime; Pantoprazole Sodium
1864,1600,11103.234819296562,59,Super B Complex
1865,300,2102.0,59,0.25 MCG Vitamin C
1866,11807,3267.0,59,otc fish oil
1867,100,939.62,59,Women's One-a-day multivitamin
1868,500,1105.9,59,Calcium 315 MG  1.5 tablets
1869,10977,3243.0,59,Augmentin rx'd 2/1/21
1870,12000,4407.26,59,MVI
1871,1155,1388.0,59,Hydorchlorithiazide-Losartan 12.5100 mg daily
1872,6356,9538.74,59,Flonase nasal
1873,2453,5234.8,59,norco
1874,1306,11103.234819296562,59,once every
1875,10000,11103.234819296562,59,Demeclocycline
1876,7661,3901.78,59,Propranolol 120 mg
1877,9838,11103.234819296562,59,Nasal Spray
1878,2414,11103.234819296562,59,Vitamins for runners
1879,485,1786.0,59,OMEPRAZOLE
1880,4515,11103.234819296562,59,glyburide 2.5mg
1881,1500,1645.12,59,doxycycline qd
1882,125000,41772.09,59,Hydrochlorothiazid 25 mg; Asprin 81 mg
1883,1629,912.45,59,Multi Vit
1884,1119,5663.0,59,keppra
1885,2523,11103.234819296562,59,baby aspirin 81 mg
1886,7586,11103.234819296562,59,Nitroglycerin
1887,170,541.42,59,alprazolam prn
1888,2938,11103.234819296562,59,dofetilide
1889,1860,13788.25,59,estrogen
1890,1455,11103.234819296562,59,ceterizine
1891,2489,11103.234819296562,59,Levaquin
1892,60060,11103.234819296562,59,calcium carbonate-vit d3
1893,9200,13606.4,59,ferroussulfaye
1894,6777,23907.05,59,Albuterol Nebs
1895,2989,2056.98,59,q6
1896,12240,9008.48,59,Memantine.  Multivitamin
1897,840,11103.234819296562,59,Meloxicam 7.5 Mg
1898,30000,11103.234819296562,59,Vit. D 1000 IU/day
1899,13124,17358.74,59,5mg
1900,35,11103.234819296562,59,Vitamin D2 Ferrous Sulfate
1901,22240,7364.52,59,diphenoxylate/atropine
1902,14490,11103.234819296562,59,ovuvite
1903,6000,11103.234819296562,59,L-arginine
1904,20797,11103.234819296562,59,d and Zinc   Monocycline  . probiotic
1905,100,2523.6,59,B12 injection
1906,12,1278.0,59,cyclobenzaprine. Finished Flagyl 1/23/21 in AM
1907,1250,2372.8,59,valacyclovir
1908,92144,11103.234819296562,59,Restasis
1909,405,11103.234819296562,59,Pureed texture NX: ICE CREAM (EXTRA DESSERT)  two times a day @ LUNCH AND DINNER PROSTAT SUGAR FREE  Give 30 cc orally two times a day for SUPPLEMENT WITH MEDPASS TO PROVIDE 30GRAMS PROTEIN AND 200CNX: HEALTHSHAKE 4OZ. PO  thre
1910,11168,14554.5,59,topical triamcinolone
1911,672,845.0,59,boswelia serrata gum
1912,400,1260.1,59,Turmeric 250 mg
1913,125,11103.234819296562,59,B1
1914,35000,24448.0,59,Altoprev
1915,3286,8586.0,59,Losartan 25 MG daily
1916,34732,11103.234819296562,59,Copaxone
1917,180,11103.234819296562,59,nitrofurantoin
1918,37258,36417.89,59,Advair.
1919,818,11103.234819296562,59,L-Glutamine
1920,22500,11103.234819296562,59,Irbesartan
1921,1250,8143.19,59,Ropinirole  1 po BID prn
1922,44135,17600.24,59,food grade turmeric
1923,965,1729.0,59,ALLEGRA;
1924,5581,6146.0,59,ENBREL
1925,48671,9187.8,59,retin-A
1926,3364,1902.9,59,Wellbutrin XL
1927,656,11103.234819296562,59,Selenium sulfide lotion
1928,55560,17975.21,59,Prevastatin
1929,2580,11103.234819296562,59,cevimeline 30 mg
1930,2712,11103.234819296562,59,000 MCG IM DAILY   HYDROmorphone (DILAUDID) 2 MG PO Q4H PRN   traMADol (ULTRAM) 50-100 MG PO Q6H PRN   ENOXAPARIN (LOVENOX) 40 MG SUBQ DAIL
1931,746,11103.234819296562,59,OCP.
1932,1600,11103.234819296562,59,buspirone
1933,37240,11103.234819296562,59,triamcinolone acetonide
1934,3264,11103.234819296562,59,.
1935,109,2812.3,59,Imitrex
1936,50000,11103.234819296562,59,Soma
1937,240,1422.32,59,Nature?s Bounty hair
1938,3075,11103.234819296562,59,BACLOFEN
1939,3359,2204.0,59,antibiotics
1940,641,1110.5,59,Over the counter Vit
1941,50000,6002.19,59,Zinc supplement QAM
1942,16610,11815.12,59,Neurotin
1943,37240,45047.32,59,OCP.
1944,7700,11103.234819296562,59,d
1945,55560,4217.45,59,I carry an Epi pen.
1946,630,1214.2,59,d3
1947,152,11103.234819296562,59,Adderall 30 xr daily
1948,3008,11103.234819296562,59,metoproplol
1949,415,1606.93,59,daily; Rosuvatatin 10 mg
1950,9180,11103.234819296562,59,met form in
1951,127,11103.234819296562,59,PROAIR HFA) 108 (90 Base) MCG/ACT inhaler Take 2 puffs by inhalation Every 4 hours as needed for Wheezing (shortness of br
1952,25000,9906.63,59,Certavite SR antioxidant
1953,50000,11103.234819296562,59,calcium citrate
1954,5641,11103.234819296562,59,Candesartan
1955,28896,11103.234819296562,59,Cranberry tablet
1956,3229,11103.234819296562,59,IRBESARTAN
1957,1860,11103.234819296562,59,Ergocalciferol
1958,11640,8381.22,59,zinc/d3 vitamin
1959,1503,1996.68,59,Lantus 23 units daily
1960,46,11103.234819296562,59,venlafaxine ER 225 daily
1961,2871,2504.44,59,omega-3
1962,977,1765.4,59,cilostazol
1963,19000,11103.234819296562,59,cyancobalamin
1964,18451,6195.24,59,fexofenadine
1965,100731,11103.234819296562,59,methotrexate
1966,525,1746.3,59,/vitamin D
1967,1031,1651.16,59,amlodopine
1968,90,1730.41,59,isosorbide mononitrate 30 mg BID
1969,2135,11103.234819296562,59,VItamin
1970,2688,838.83,59,Vitamin D3 5000 IU QD
1971,1000,1988.9,59,Provigil 200mg PO QD
1972,1440,7100.67,59,zocor
1973,27070,11103.234819296562,59,Vit D 5
1974,76000,11103.234819296562,59,lisperol/diaretic
1975,5147,11103.234819296562,59,REVLIMID
1976,150,8762.02,59,Advair Diskus
1977,1760,11103.234819296562,59,meformin
1978,13380,9185.15,59,Desvenlafax
1979,1001,1151.48,59,flucticasone
1980,10812,11103.234819296562,59,Apri
1981,4926,11898.8,59,HERBAL TEA
1982,12,11103.234819296562,59,ADDERALL
1983,25000,13353.34,59,vitamin d
1984,2613,11836.61,59,calcium/VitD
1985,20989,3629.37,59,Topamax 150mg qhs
1986,4703,3754.14,59,Zocor
1987,2339,11103.234819296562,59,000iu
1988,3000,5110.42,59,famotidine
1989,10530,5029.05,59,Vitami D3
1990,11640,11103.234819296562,59,MOM
1991,24350,11103.234819296562,59,Co Q 10  100mg
1992,500,7795.0,59,I take prenatal vitamins
1993,1200,1297.57,59,Metoprolol
1994,37666,6443.63,59,methylprednisolone
1995,4,11103.234819296562,59,galantamine
1996,1054,11103.234819296562,59,depakote sprinkles
1997,4953,11103.234819296562,59,docusate 100 mg
1998,12000,11103.234819296562,59,FENOFIBRATE 150MG QD
1999,350,11103.234819296562,59,Terazocine
2000,450,1432.88,59,Biotin supplement
2001,4200,4099.51,59,albuterol HFA
2002,2011,36855.6,59,prostate
2003,2139,11103.234819296562,59,2.5mg
2004,93000,11103.234819296562,59,potassium chloride crys
2005,2855,11103.234819296562,59,fluticasone propionate
2006,7876,18617.93,59,Modafinil.
2007,32696,11103.234819296562,59,Sertraline 75 mg
2008,1132,11103.234819296562,59,Trazodone 75mg QHS
2009,100000,11519.94,59,bioastin
2010,833,11103.234819296562,59,Insulin glargine
2011,19290,19495.73,59,oxycodone
2012,800,1286.0,59,B Complex
2013,20880,8539.26,59,1 daily buPropion HCL XL 300mg
2014,30654,11103.234819296562,59,Wellbutrin XL
2015,63940,11492.86,59,Mircette
2016,4314,22985.73,59,zitalopram
2017,1764,11103.234819296562,59,Calcium=D
2018,1544,11103.234819296562,59,levetiracetam
2019,5000,11103.234819296562,59,Caridopa-Levadopa
2020,1500,11103.234819296562,59,Blood pressure medication
2021,7511,11103.234819296562,59,Kelp tablet Floragen
2022,352,1328.03,59,Mon
2023,274,1763.84,59,meformin
2024,10808,6759.55,59,Toprol-XL
2025,170,11103.234819296562,59,Tremfya
2026,2067,2922.53,59,proair  HFA 90 mcg
2027,2345,11103.234819296562,59,prozac
2028,630,11103.234819296562,59,minicylcine
2029,1680,9936.96,59,SAMe
2030,1417,11103.234819296562,59,SPIRONOLACTONE 50MG
2031,13600,11103.234819296562,59,glucosamine chondroitin
2032,616,1943.05,59,E.  Eye drops - Prednisolone
2033,720,11103.234819296562,59,gemfibrizol
2034,100000,10069.54,59,Toujeo
2035,1002,11103.234819296562,59,10 mg= 2 tab
2036,680,11103.234819296562,59,Januvia
2037,306,11103.234819296562,59,Norco amlodipine
2038,18750,12448.02,59,Montelukast 10 MG daily
2039,4000,11103.234819296562,59,atropine 1% ophthalmic solution
2040,26710,6111.2,59,VD3
2041,14479,11103.234819296562,59,Vitamin D2 Ferrous Sulfate
2042,1604,1670.63,59,D-3
2043,4340,3017.15,59,Losartan Pot 50 Mg
2044,12740,2448.71,59,xalatan
2045,120000,4506.18,59,Allegra 1-2 times a day
2046,4314,7445.8,59,Women's One-a-day multivitamin
2047,41949,7445.8,59,Desvenlafaxine
2048,8640,11103.234819296562,59,Vit E
2049,108,6811.4,59,toprol XL
2050,17000,1799.88,59,bisacodyl
2051,108000,11103.234819296562,59,eiquis
2052,2520,11103.234819296562,59,Neurontin
2053,19650,15250.99,59,metoprol tar 25 mg
2054,52481,6759.28,59,Diazepam
2055,76000,11103.234819296562,59,multi vit and Zinc
2056,1795,2590.35,59,oregano
2057,6000,11103.234819296562,59,ESCITALOPRAM
2058,998,11103.234819296562,59,VIt B
2059,52920,9341.49,59,saline nasal spray
2060,4000,4997.46,59,b12 supplement.
2061,15825,11103.234819296562,59,metoprolol amlodipine  besylate
2062,4500,4311.22,59,Ketoconazole
2063,24,11103.234819296562,59,Glucose 40%
2064,300,667.17,59,Vitamin D3 2000iu daily by mouth
2065,589,747.17,59,Atorvastatin 40 mg QD
2066,20000,7573.92,59,2000 IU Calcitriol
2067,25540,6774.59,59,BENICAR
2068,495,11103.234819296562,59,Blood pressure
2069,2770,11103.234819296562,59,Loperamide
2070,3334,7441.23,59,twinrx (4/23/20)
2071,1200,11103.234819296562,59,aluminum hydrox-magnesium carb; aspirin
2072,566,11103.234819296562,59,by 25 mg
2073,10000,3002.0,59,insulin
2074,6519,11103.234819296562,59,TRAZODONE.  THERE MAY BE OTHERS.  SHE  WAS PARTICIPATING IN A CLINICAL TRIAL
2075,1267,11103.234819296562,59,Paliperidone 324mg q28 days
2076,9000,3162.0,59,Servino
2077,1000,1470.0,59,Insulin - Novolin 70/30
2078,456,2527.0,59,metoprolol 50 mg
2079,6944,11103.234819296562,59,denies
2080,8148,2656.0,59,VitaminD
2081,552,11103.234819296562,59,vitamin c
2082,313,11103.234819296562,59,Monteluka10mg (1x/day) OTC: Migrelief
2083,100,2297.0,59,Metformin ER 500 mg; Rosuvastatin 5 mg; ; fish oil 1000
2084,1019,439.17,59,Namenda CR
2085,801,630.23,59,250 mg
2086,2684,11103.234819296562,59,furosemide 40 mg and 80 mg
2087,29959,11103.234819296562,59,compazine
2088,203,11103.234819296562,59,Esomeprazole
2089,1799,11103.234819296562,59,000 every 2 weeks
2090,903,1339.8,59,Klonipin
2091,2800,1130.49,59,hydocortisone
2092,237,759.41,59,Ubidecarenon
2093,10020,11103.234819296562,59,Vitamin D 50000 units weekly
2094,147,11103.234819296562,59,haven't taken it in a few months.
2095,7426,7947.0,59,flucticasone
2096,79029,30412.53,59,000mg  (1 pill) Cranberry Extract 500mg (1 pill) Esomeprazole Magnesuim 20mg (1 pill)
2097,1161,4200.78,59,Multi-Vit
2098,112,1161.0,59,Vitamin E 200 daily
2099,92,1604.96,59,omega 3 supplement
2100,56,11103.234819296562,59,Metoprolol Succinate ER 100mg twice a day
2101,422,1547.0,59,Nasal Spray
2102,29489,7533.0,59,Metformin 1000 mg BID
2103,530,11103.234819296562,59,levovoxine
2104,960,11103.234819296562,59,Levothyroxine 75 mcg daily
2105,740,11103.234819296562,59,Sulfamethoxazole-Trimethoprim
2106,521,11103.234819296562,59,but prescribed Depo-Provera
2107,3318,11103.234819296562,59,000 unit tablet clopidogrel (PLAVIX) 75 mg tablet EPINEPHrine (EPIPEN) 0.3 mg/0.3 mL AtIn famotidine (PEPCID) 20 MG tablet furosemide (LASIX) 20 MG tablet
2108,2698,11103.234819296562,59,2 Extra Strength Tylenol
2109,25913,11103.234819296562,59,d3 50 mg 2x
2110,1883,7670.04,59,Trazadone 50 mg 1x daily
2111,1000,1886.39,59,Lexipro
2112,11950,11103.234819296562,59,and Gianvi birth control
2113,46855,11103.234819296562,59,Proscar
2114,1883,4436.76,59,Oxybutynin XL 10 mg daily
2115,37240,11103.234819296562,59,ADDERALL
2116,3480,10698.63,59,Thiamine
2117,1200,11103.234819296562,59,pantaprozole
2118,1062,11103.234819296562,59,flovent
2119,1848,4807.0,59,Biotin 10000mg
2120,3000,11103.234819296562,59,Finasteride 5mg daily
2121,3260,11103.234819296562,59,PRILOSEC
2122,1250,11103.234819296562,59,albuterol HFA
2123,32160,11103.234819296562,59,Vyvanse 30 MG
2124,1190,11103.234819296562,59,Sprouts Brand) daily.   Enjoy wine.
2125,1283,11103.234819296562,59,LEVOTHORAXINE
2126,200,1100.4,59,Metoprolol Tartrate 25mg
2127,60440,15671.53,59,Prescription Meds: Lisinopril 5mg Daily Supplements: D3 (5000 IU Daily)
2128,14040,11103.234819296562,59,antivert
2129,1797,892.0,59,Lithium 600
2130,2450,11103.234819296562,59,Daily
2131,1255,1318.0,59,flovent 110 2 puffs bid.  Vit D3 4000 daily
2132,665,11103.234819296562,59,Centrum
2133,760,11103.234819296562,59,Proair Inhaler PRN
2134,1860,11103.234819296562,59,venlafaxine
2135,1860,11103.234819296562,59,albuterol inhaler
2136,16,11103.234819296562,59,Divalproex Sodium Capsule Delayed Release Sprinkle 125 MG
2137,1560,1671.84,59,Centrum Silver 1 PO QD
2138,8251,3303.52,59,PS100
2139,300,11103.234819296562,59,Muiltivitamin
2140,1004,1778.7,59,calcifediol
2141,5000,11103.234819296562,59,( such as having an issue with my asthma)
2142,19000,3016.95,59,Ventolin HFA rescue inhaler 90 mg as needed
2143,1842,261.86,59,turmeric with black pepper
2144,307,11103.234819296562,59,Synthroyd
2145,37240,11103.234819296562,59,zinc and Vit C
2146,1057,1651.0,59,insulin
2147,45,798.58,59,Flovent Inhaler
2148,447,2722.38,59,Vita e
2149,32997,10288.1,59,Lipitor 20mg/day
2150,160,11103.234819296562,59,one a day women?s formula multivitamin-1 daily
2151,50000,2347.91,59,primidone
2152,860,675.0,59,medical marijuana
2153,957,11103.234819296562,59,Hydrocortisone acetate/LI
2154,7876,11103.234819296562,59,uloric 40 mg daily
2155,7296,3182.52,59,RX - synthroid
2156,30563,37199.06,59,humira
2157,16752,11572.0,59,Oritavancin
2158,850,10575.63,59,Cryselle
2159,60000,11103.234819296562,59,Lisinopril 40 M
2160,4,11103.234819296562,59,centrum daily women's vitamin
2161,4685,11103.234819296562,59,ACCUTANE
2162,3710,11103.234819296562,59,Ticagrelor
2163,1260,2350.53,59,Macrodantine
2164,3330,2313.55,59,Plavix
2165,4305,11103.234819296562,59,Allopurinol (300mg)
2166,75,11103.234819296562,59,CIPROFLOXACIN HCL
2167,190,11103.234819296562,59,esomeprazole
2168,6036,15923.41,59,Serevent
2169,229,1286.7,59,bupropion HCL
2170,55,11103.234819296562,59,zofran 4mg
2171,17000,20395.6,59,Aricept 10 mg at bedtime; Cerovite Sr
2172,7110,11103.234819296562,59,Preservision Ireds 2
2173,50000,15007.8,59,warfarin 5mg
2174,360,11103.234819296562,59,Multi Vitamin Daily
2175,200,1220.73,59,Melatonin
2176,200,11103.234819296562,59,Wellbutrin 150mg OD (extended release)
2177,1000,11103.234819296562,59,estradiol  Vitamin C
2178,2000,405.97,59,ascorbic acid
2179,1666,11103.234819296562,59,Alprazolem
2180,1440,11103.234819296562,59,Lamictal 200mg once daily
2181,90,11103.234819296562,59,k+
2182,763,6148.1,59,Albuterol nebulizer
2183,1000,11103.234819296562,59,CALCIUM (LIQUID)
2184,1300,11103.234819296562,59,biotene
2185,1446,1608.72,59,areds-2 eye vitamins
2186,4000,11103.234819296562,59,twinrx (4/23/20)
2187,27224,23382.04,59,METFORMIN ER 500MG
2188,21360,21821.95,59,liothronine
2189,10000,5048.32,59,Naproxen sodium
2190,3713,11103.234819296562,59,Bariatric vitamins
2191,5000,11103.234819296562,59,Klonapin
2192,1166,1742.25,59,metoprolol amlodipine  besylate
2193,312,11103.234819296562,59,Nasal Omnaris
2194,1300,1020.98,59,vitamin d 5000 IU daily
2195,45000,11103.234819296562,59,met Forman
2196,39068,3540.35,59,HE TAKES MEDICINE FOR  HIGH BLOOD PRESSURE
2197,45000,11584.54,59,and collagen.
2198,27150,11103.234819296562,59,reglan
2199,6,11103.234819296562,59,vitamin D 5000 IU
2200,8000,11103.234819296562,59,metoprolol tart 50mg bid
2201,3600,813.75,59,insulin detemir
2202,50000,3558.49,59,Lassie
2203,76128,11103.234819296562,59,Propranolol 120 mg
2204,196,900.0,59,guaifenesin
2205,22918,9189.57,59,prednisone 10 mg qD
2206,883,1169.9,59,Enteric ASA
2207,2976,5463.97,59,gabipentan
2208,11527,11103.234819296562,59,welbutrin xl 300mg po qam
2209,168,167.44,59,Paliperidone 324mg q28 days
2210,4124,7363.74,59,Crestor QD
2211,903,11103.234819296562,59,prenatal vitamin daily
2212,500,11103.234819296562,59,Escitalprolam 20 mg
2213,100000,14036.31,59,levothyrine
2214,1030,1960.81,59,Once a day (at bedtime)
2215,4500,11103.234819296562,59,celebrex
2216,26616,15128.37,59,silodosin
2217,5131,8252.73,59,propanolol
2218,1082,11103.234819296562,59,levoxyl
2219,60332,11103.234819296562,59,81 mg= 1 tab
2220,27000,11103.234819296562,59,a statan don't know name
2221,107556,14144.68,59,folic acid 1 mg
2222,5641,11103.234819296562,59,LIPITOR 80MG QD
2223,11527,11103.234819296562,59,Sprouts Brand) daily.   Enjoy wine.
2224,2034,11103.234819296562,59,Co Q10
2225,13473,3680.33,59,Vit B Naproxen Sodium  Tylenol Arthritis Prescription Cream: Clobetaflo propionate ointment
2226,1033,11103.234819296562,59,glucosamine
2227,662,6443.61,59,Iron supplements
2228,11661,11492.86,59,I take  prenatal vitamins
2229,370,11103.234819296562,59,Glimetride
2230,5000,1719.65,59,BuSpar
2231,11550,11103.234819296562,59,Sumatriptan
2232,126,11103.234819296562,59,tiotropium
2233,25000,15128.37,59,gabapentin 3000 mg
2234,630,1217.37,59,D 1000iu
2235,20240,11103.234819296562,59,amlodipino
2236,4000,2698.04,59,Carvedilol 3.125mg BID
2237,17618,11103.234819296562,59,Rx: Levothyroxine Supplements: prenatal vitamins
2238,27439,15128.47,59,meloxicam 7.5 mg
2239,7323,7584.12,59,Paroxitine 20mg; Simvastatin
2240,10065,11103.234819296562,59,Atarax as needed
2241,60,526.41,59,Valacyclovir
2242,11546,11103.234819296562,59,Vivelle
2243,10000,11103.234819296562,59,Glucosamine/Chondroitin/MSN (OTC)
2244,15000,11103.234819296562,59,Omeprazole; Multivitamin; Vitamin C
2245,1140,11103.234819296562,59,Blood Thinner
2246,1747,1012.18,59,Albuterol inhaler
2247,3235,11103.234819296562,59,atenolol 25 mg daily
2248,2500,11103.234819296562,59,metoprolol tart 25mg tab
2249,1428,7789.85,59,Sertraline 200mg daily
2250,24269,7329.83,59,Omeprazole 20 mg daily
2251,10372,14569.14,59,valsartan 160 mg
2252,27314,7329.83,59,Hytrin
2253,92000,6759.28,59,psyllium husk
2254,23100,11103.234819296562,59,sore throat. SOB
2255,5800,7445.8,59,magnesium 400 mg
2256,22730,7445.8,59,krill oil
2257,3280,1854.88,59,Krill oil 500mg
2258,5794,11103.234819296562,59,ASPRIN
2259,525,11103.234819296562,59,AND LUMIGAN
2260,76000,1799.88,59,Zyrtec daily
2261,8766,4257.01,59,Theragran-M multivitamin tab 1 x day
2262,1650,11103.234819296562,59,Vitamin D3 5000 IU
