,ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Suggest count
3088,20631,111-MZ-T30,FPQ-14844,SCMS-260210,ASN-30569,Mozambique,PMO - US,Direct Drop,CIP,Air,8/27/14,10/30/14,16-Feb-15,16-Feb-15,12-Mar-15,ARV,Adult,JANSSEN SCIENCES IRELAND UC (FORMERLY JANSSEN R&D IRELAND),FINASTERIDE 5 MG TABLET  Instructions: TAKE 1 TABLET BY MOUTH once a week NICOTINAMIDE POWDER (NIACINAMIDE)   Instructions: 250-500mg daily PROGESTERONE ER 25MG CAP  Instructions: 1 by mouth one time daily every M,Darunavir,Prezista,600mg,Tablet,60,276,14904.0,54.0,0.9,"Janssen-Cilag, Latina, IT",Yes,3424.441305712492,Freight Included in Commodity Cost,15.32,622
3089,20666,112-NG-T30,FPQ-4044,SCMS-51240,ASN-4829,Nigeria,PMO - US,Direct Drop,FCA,Air,8/4/09,8/12/09,16-Oct-09,16-Oct-09,16-Oct-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),latanaprost eye drops,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,500,18080.0,36.16,0.3,ABBVIE Ludwigshafen Germany,Yes,130,1599.22,35.44,647
3090,20667,114-UG-T30,FPQ-12777,SCMS-202560,ASN-22986,Uganda,PMO - US,Direct Drop,EXW,Air,8/5/13,8/9/13,10-Dec-13,12-Dec-13,13-Dec-13,ARV,Pediatric,Aurobindo Pharma Limited,ashwagandha,Nevirapine,Generic,10mg/ml,Oral suspension,100,1503,1953.9,1.3,0.01,"Aurobindo Unit III, India",Yes,3424.441305712492,Invoiced Separately,2.42,20
3091,20671,161-ZA-T30,FPQ-7175,SCMS-123590,ASN-13057,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/11,9/30/11,16-Jan-12,23-Jan-12,23-Jan-12,ARV,Adult,Aurobindo Pharma Limited,Q Bedtime  Keppra,Efavirenz,Generic,600mg,Tablet,30,91772,390948.72,4.26,0.14,"Aurobindo Unit III, India",Yes,7797,7292.27,645.07,869
3092,20684,116-ZA-T30,FPQ-14942,SCMS-259072,ASN-30377,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/14,1/26/15,26-Jan-15,26-Jan-15,26-Jan-15,ARV,Adult,PHARMACY DIRECT,MAXALT,Efavirenz,Generic,600mg,Tablet,30,153,1724.15,11.27,0.38,"Aurobindo Unit III, India",No,3424.441305712492,Freight Included in Commodity Cost,1.77,468
3093,20690,200-ZW-T30,FPQ-6488,SCMS-90651,ASN-10895,Zimbabwe,PMO - US,Direct Drop,FCA,Air,10/26/10,11/10/10,4-Aug-11,4-Aug-11,4-Aug-11,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),UK,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,1083,39161.28,36.16,0.12,ABBVIE (Abbott) Logis. UK,Yes,1042,17912.6,84.43,703
3094,20697,108-VN-T30,FPQ-10286,SCMS-156130,ASN-17075,Vietnam,PMO - US,Direct Drop,EXW,Air,7/25/12,8/14/12,29-Nov-12,29-Nov-12,29-Nov-12,ARV,Pediatric,Aurobindo Pharma Limited,Skin and Nails,Nevirapine,Generic,10mg/ml,Oral suspension,240,564,1099.8,1.95,0.01,"Aurobindo Unit III, India",Yes,5939,10770.55,1.54,533
3095,20723,116-ZA-T30,FPQ-14942,SCMS-259072,ASN-30377,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/14,1/26/15,26-Jan-15,26-Jan-15,26-Jan-15,ARV,Adult,PHARMACY DIRECT,Aspirin 81mg daily,Didanosine,Generic,400mg,Delayed-release capsules,30,7,99.53,14.22,0.47,"Aurobindo Unit III, India",No,3424.441305712492,Freight Included in Commodity Cost,0.1,62
3096,20735,107-RW-T30,FPQ-8932,SCMS-129780,ASN-13341,Rwanda,PMO - US,Direct Drop,EXW,Ocean,12/6/11,12/13/11,13-Apr-12,13-Apr-12,13-Apr-12,ARV,Adult,Aurobindo Pharma Limited,Allopurinol 100mg.,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,132000,706200.0,5.35,0.18,"Aurobindo Unit VII, IN",Yes,12886,102761.99,990.09,245
3097,20761,114-UG-T30,FPQ-14325,SCMS-244400,ASN-28662,Uganda,PMO - US,Direct Drop,CIP,Air,5/26/14,6/23/14,28-Oct-14,28-Oct-14,28-Oct-14,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Mul PR,Raltegravir,Isentress,400mg,Tablet,60,1299,72094.5,55.5,0.92,"MSD, Haarlem, NL",Yes,137,309.95,74.11,698
3098,20774,116-ZA-T30,FPQ-14942,SCMS-259079,ASN-33852,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/14,10/9/14,24-Aug-15,24-Aug-15,24-Aug-15,ARV,Adult,PHARMACY DIRECT,d and Zinc   Monocycline  . probiotic,Lamivudine,Generic,150mg,Tablet,60,119,839.15,7.05,0.12,"Aurobindo Unit III, India",No,3424.441305712492,Freight Included in Commodity Cost,0.86,960
3099,20824,901-CM-T30,FPQ-12837,SCMS-204360,ASN-21528,Cameroon,PMO - US,Direct Drop,EXW,Air,8/19/13,8/23/13,26-Sep-13,26-Sep-13,26-Sep-13,ARV,Adult,CIPLA LIMITED,rivaroxaban,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,59,388.81,6.59,0.11,"Cipla, Goa, India",Yes,23,1067.02,0.48,165
3100,20878,108-VN-T30,FPQ-6384,SCMS-87700,ASN-9709,Vietnam,PMO - US,Direct Drop,FCA,Air,9/30/10,10/14/10,24-Feb-11,24-Feb-11,24-Feb-11,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Symstatin,Ritonavir,Norvir,100mg,Capsule,336,12,2478.12,206.51,0.61,ABBVIE (Abbott) Logis. UK,Yes,51,4042.47,5.34,740
3101,20883,109-TZ-T30,FPQ-6925,SCMS-97120,ASN-9973,Tanzania,PMO - US,Direct Drop,EXW,Air,12/27/10,2/2/11,16-May-11,16-May-11,16-May-11,HRDT,HIV test,"Standard Diagnostics, Inc.",lumigan,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,1520,30400.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,507,4329.08,50.16,813
3102,20894,106-HT-T30,FPQ-9066,SCMS-138580,ASN-14408,Haiti,PMO - US,Direct Drop,EXW,Air,1/6/12,2/24/12,22-Apr-12,22-Apr-12,22-Apr-12,ARV,Adult,Aurobindo Pharma Limited,norethindrone,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,5240,157200.0,30.0,0.25,"Aurobindo Unit III, India",No,3424.441305712492,See ASN-14408 (ID#:16232),220.39,813
3103,20908,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28036,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Pediatric,S. BUYS WHOLESALER,Vitamin A2400 mcg dailoy,Lamivudine,Generic,10mg/ml,Oral solution,240,43,339.26,7.89,0.03,"Aurobindo Unit III, India",No,3424.441305712492,Freight Included in Commodity Cost,0.42,294
3104,20947,116-ZA-T30,FPQ-14942,SCMS-259073,ASN-30671,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/14,2/12/15,12-Feb-15,12-Feb-15,12-Feb-15,ARV,Adult,PHARMACY DIRECT,Vitamin E 180 mg - 1 every,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,135,1865.0,13.81,0.46,Mylan (formerly Matrix) Nashik,No,3424.441305712492,Freight Included in Commodity Cost,1.92,425
3105,20952,116-ZA-T30,FPQ-13973,SCMS-238556,ASN-31854,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/14,4/28/15,28-Apr-15,28-Apr-15,28-Apr-15,ARV,Adult,PHARMACY DIRECT,Mircette,Didanosine,Generic,400mg,Delayed-release capsules,30,4,78.7,19.68,0.66,"Aurobindo Unit III, India",Yes,3424.441305712492,Freight Included in Commodity Cost,0.08,775
3106,20961,108-VN-T30,FPQ-11560,SCMS-177620,ASN-20368,Vietnam,PMO - US,Direct Drop,EXW,Air,2/7/13,2/13/13,1-Aug-13,1-Aug-13,1-Aug-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Nexum,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,27122,311631.78,11.49,0.38,Mylan (formerly Matrix) Nashik,Yes,2843,9740.27,385.49,346
3107,20969,107-RW-T30,FPQ-13874,SCMS-232310,ASN-25925,Rwanda,PMO - US,Direct Drop,EXW,Air,3/12/14,4/3/14,28-Apr-14,16-Jun-14,17-Jun-14,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Azelastine nasal spray,"HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,,Test kit,1,4156,101822.0,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,2771,36502.8,104.67,355
3108,20975,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27975,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/27/14,27-Aug-14,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,Bp,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1,22.6,22.6,0.75,"Aurobindo Unit III, India",Yes,3424.441305712492,Freight Included in Commodity Cost,0.03,87
3109,21000,106-HT-T30,FPQ-14083,SCMS-240120,ASN-26692,Haiti,PMO - US,Direct Drop,FCA,Air,5/11/14,5/28/14,9-Sep-14,9-Sep-14,10-Sep-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),VALPROIC ACID 250 MG/5 ML SYRUP (Valproic Acid) 5mL (250mg) Oral TWICE DAILY,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,520,3088.8,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,65,892.5,3.18,732
3110,21028,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28037,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,vit c,Didanosine,Generic,400mg,Delayed-release capsules,30,23,499.23,21.71,0.72,"Aurobindo Unit III, India",No,3424.441305712492,Freight Included in Commodity Cost,0.62,57
3111,21033,110-ZM-T30,FPQ-13224,SCMS-215200,ASN-23390,Zambia,PMO - US,Direct Drop,FCA,Air,10/31/13,11/19/13,7-Feb-14,7-Feb-14,13-Feb-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),levemir,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,2569,79176.58,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,2410,14384.91,81.39,400
3112,21037,114-UG-T30,FPQ-6918,SCMS-96930,ASN-10455,Uganda,PMO - US,Direct Drop,CIP,Air,1/6/11,1/21/11,19-Apr-11,19-Apr-11,19-Apr-11,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Colocrys. . as needed,Raltegravir,Isentress,400mg,Tablet,60,55,5032.5,91.5,1.52,"MSD, Haarlem, NL",Yes,6,99,8.3,201
3113,21044,108-VN-T30,FPQ-12539,SCMS-199800,ASN-22999,Vietnam,PMO - US,Direct Drop,EXW,Air,7/11/13,8/2/13,23-Dec-13,23-Dec-13,23-Dec-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),olmesartan 20-12.5 mg.,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1652,10721.48,6.49,0.11,Mylan (formerly Matrix) Nashik,Yes,146,746.89,13.26,485
3114,21045,107-RW-T30,FPQ-12518,SCMS-198222,ASN-24718,Rwanda,PMO - US,Direct Drop,EXW,Air,6/21/13,8/12/13,27-Mar-14,27-Mar-14,27-Mar-14,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Synthroid 50 MCG,"HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,,Test kit,1,2988,73206.0,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,1992,26266.34,90.56,420
3115,21061,111-MZ-T30,FPQ-4108,SCMS-52430,ASN-5474,Mozambique,PMO - US,Direct Drop,FCA,Air,8/20/09,9/3/09,23-Nov-09,23-Nov-09,23-Nov-09,ARV,Adult,Hoffmann-La Roche ltd Basel,singulair,Saquinavir,Invirase,200mg,Capsule,270,168,15864.66,94.43,0.35,Roche Basel,Yes,86,1242.33,31.09,562
3116,21076,101-KE-T30,FPQ-11883,SCMS-184970,ASN-20150,Kenya,PMO - US,Direct Drop,EXW,Air,3/25/13,5/15/13,5-Aug-13,5-Aug-13,5-Aug-13,HRDT,HIV test,Premier Medical Corporation Ltd.,Omeprazole,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",First Response,,Test kit,30,6667,146674.0,22.0,0.73,Premier Med. Corp Ltd. India,Yes,2020,10682.41,181.44,465
3117,21091,106-HT-T30,FPQ-9635,SCMS-148440,ASN-15571,Haiti,PMO - US,Direct Drop,EXW,Ocean,5/14/12,6/28/12,22-Oct-12,22-Oct-12,22-Oct-12,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Mul PR,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,5324,22094.6,4.15,0.07,Mylan (formerly Matrix) Nashik,Yes,4654,8538.03,30.98,698
3118,21092,161-ZA-T30,FPQ-5303,SCMS-68940,ASN-8040,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/10,3/19/10,7-Sep-10,15-Oct-10,15-Oct-10,ARV,Adult,Aurobindo Pharma Limited,fenofibrate,Efavirenz,Generic,600mg,Tablet,30,34560,161395.2,4.67,0.16,"Aurobindo Unit III, India",Yes,3240,4263.07,347.97,522
3119,21096,900-SS-T30,FPQ-8611,SCMS-127510,ASN-13212,South Sudan,PMO - US,Direct Drop,EXW,Air,11/4/11,11/16/11,8-Feb-12,8-Feb-12,8-Feb-12,HRDT,HIV test,"Orgenics, Ltd",spiriva,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,470,41830.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,244,7428.38,58.65,680
3120,21125,109-TZ-T30,FPQ-6728,SCMS-94240,ASN-9436,Tanzania,PMO - US,Direct Drop,EXW,Air,12/2/10,12/9/10,10-Mar-11,10-Mar-11,10-Mar-11,ARV,Pediatric,EMCURE PHARMACEUTICALS LTD,Magnesium 400,Atazanavir,Generic,150mg,Capsule,60,1135,29612.15,26.09,0.43,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,103,1308.4,48.86,450
3121,21143,202-GT-T30,FPQ-6944,SCMS-98040,ASN-12152,Guatemala,PMO - US,Direct Drop,DDU,Air,1/17/11,1/25/11,12-Sep-11,12-Sep-11,12-Sep-11,ARV,Pediatric,IDIS LIMITED,candesartan- hct,Didanosine,Videx,50mg,Chewable/dispersible tablet,60,192,14519.04,75.62,1.26,"BMS Meymac, France",Yes,3424.441305712492,Freight Included in Commodity Cost,23.96,788
3122,21147,133-NG-T30,FPQ-5815,SCMS-77240,ASN-7561,Nigeria,PMO - US,Direct Drop,EXW,Air,6/7/10,6/28/10,22-Jul-10,22-Jul-10,22-Jul-10,HRDT,HIV test,"Trinity Biotech, Plc",wellbutrin,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,7000,224000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,2373,29878.21,482.94,655
3123,21174,104-CI-T30,FPQ-3882,SCMS-51810,ASN-4979,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,7/24/09,8/24/09,8-Oct-09,8-Oct-09,8-Oct-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),montelukast,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,11480,415116.8,36.16,0.3,ABBVIE Ludwigshafen Germany,Yes,4794,28238.31,813.63,783
3124,21175,116-ZA-T30,FPQ-13214,SCMS-215410,ASN-23875,South Africa,PMO - US,Direct Drop,DDP,Truck,11/14/13,12/2/13,13-Jan-14,13-Jan-14,13-Jan-14,ARV,Adult,S. BUYS WHOLESALER,Mutlivitamins,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1485,27749.02,18.69,0.62,Hetero Unit III Hyderabad IN,No,3424.441305712492,Freight Included in Commodity Cost,28.53,637
3125,21193,127-KE-T30,FPQ-7684,SCMS-109250,ASN-11441,Kenya,PMO - US,Direct Drop,EXW,Air,5/5/11,5/19/11,9-Aug-11,11-Aug-11,11-Aug-11,HRDT,HIV test,"Orgenics, Ltd",pravastin,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,8331,741459.0,89.0,0.89,Inverness Japan,Yes,1980,37548.87,1223.41,521
3126,21199,106-HT-T30,FPQ-13797,SCMS-233920,ASN-27200,Haiti,PMO - US,Direct Drop,FCA,Air,3/20/14,4/28/14,29-Aug-14,29-Aug-14,3-Sep-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),mometasone inhaler,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,40,1232.8,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,61,1257.16,1.27,893
3127,21217,109-TZ-T30,FPQ-13927,SCMS-232850,ASN-25559,Tanzania,PMO - US,Direct Drop,EXW,Air,3/21/14,3/27/14,24-Jun-14,24-Jun-14,24-Jun-14,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Estradiol 0.5 mg,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,36000,129600.0,3.6,0.06,Mylan (formerly Matrix) Nashik,Yes,2205,9815.52,133.23,505
3128,21230,109-TZ-T30,FPQ-12286,SCMS-193860,ASN-21926,Tanzania,PMO - US,Direct Drop,EXW,Air,5/16/13,6/11/13,21-Nov-13,21-Nov-13,21-Nov-13,ARV,Adult,HETERO LABS LIMITED,klonopin,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,200000,2100000.0,10.5,0.35,Hetero Unit III Hyderabad IN,Yes,28168,127285.48,2597.7,56
3129,21276,161-ZA-T30,FPQ-6708,SCMS-93490,ASN-10251,South Africa,PMO - US,Direct Drop,DDP,Ocean,11/26/10,12/14/10,4-Apr-11,27-May-11,27-May-11,ARV,Pediatric,Aurobindo Pharma Limited,Sulfasalizine,Nevirapine,Generic,10mg/ml,Oral suspension,240,4529,9601.48,2.12,0.01,"Aurobindo Unit III, India",Yes,1679,3524.93,15.84,15
3130,21279,101-CD-T30,FPQ-11103,SCMS-170580,ASN-18701,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,12/7/12,1/3/13,11-Jul-13,11-Jul-13,11-Jul-13,ARV,Pediatric,Aurobindo Pharma Limited,Sprouts Brand) daily.   Enjoy wine.,Nevirapine,Generic,50mg,Chewable/dispersible tablet,30,984,1230.0,1.25,0.04,"Aurobindo Unit III, India",Yes,53,938.05,1.52,30
3131,21301,109-TZ-T30,FPQ-5437,SCMS-71420,ASN-7131,Tanzania,PMO - US,Direct Drop,EXW,Air,4/15/10,4/23/10,2-Aug-10,2-Aug-10,2-Aug-10,ARV,Pediatric,EMCURE PHARMACEUTICALS LTD,Vyvanse.,Atazanavir,Generic,150mg,Capsule,60,1065,27785.85,26.09,0.43,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,112,1122.07,59.91,163
3132,21336,116-ZA-T30,FPQ-5535,SCMS-71370,ASN-7373,South Africa,PMO - US,Direct Drop,DDP,Truck,4/19/10,4/21/10,31-May-10,31-May-10,31-May-10,ARV,Adult,S. BUYS WHOLESALER,C & D.,Efavirenz,Generic,600mg,Tablet,30,1500,29714.49,19.81,0.66,"Cipla, Goa, India",No,3424.441305712492,Freight Included in Commodity Cost,64.06,11
3133,21338,116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,3/18/13,Date Not Captured,16-Apr-13,16-Apr-13,16-Apr-13,ARV,Adult,S. BUYS WHOLESALER,ventolin,Lamivudine/Zidovudine,Combivir,150/300mg,Tablet - FDC,60,39,746.32,19.14,0.32,"GSK, U1, Poznan, Poland",No,3424.441305712492,Freight Included in Commodity Cost,0.92,625
3134,21378,114-UG-T30,FPQ-12777,SCMS-202560,ASN-22985,Uganda,PMO - US,Direct Drop,EXW,Air,8/5/13,8/9/13,10-Dec-13,12-Dec-13,13-Dec-13,ARV,Pediatric,Aurobindo Pharma Limited,rosveristatin,Nevirapine,Generic,10mg/ml,Oral suspension,100,10368,13478.4,1.3,0.01,"Aurobindo Unit III, India",Yes,3424.441305712492,Invoiced Separately,16.67,179
3135,21380,110-ZM-T30,FPQ-6263,SCMS-87290,ASN-9000,Zambia,PMO - US,Direct Drop,EXW,Air,9/8/10,10/7/10,17-Dec-10,21-Dec-10,21-Dec-10,HRDT,HIV test,"Orgenics, Ltd",Finasteride,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2415,193200.0,80.0,0.8,Inverness Japan,Yes,1167,19610.11,416.54,726
3136,21390,108-VN-T30,FPQ-14516,SCMS-251671,ASN-29771,Vietnam,PMO - US,Direct Drop,EXW,Air,7/9/14,11/24/14,15-Jan-15,15-Jan-15,24-Feb-15,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Lantus 10 units in AM,Abacavir,Generic,300mg,Tablet,60,1200,13308.0,11.09,0.18,Mylan (formerly Matrix) Nashik,Yes,128,1069.31,13.68,609
3137,21399,116-ZA-T30,FPQ-14942,SCMS-259072,ASN-30377,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/14,1/26/15,26-Jan-15,26-Jan-15,26-Jan-15,ARV,Adult,PHARMACY DIRECT,Tamoxifen,Lamivudine,Generic,150mg,Tablet,60,191,1261.81,6.61,0.11,"Aurobindo Unit III, India",No,3424.441305712492,Freight Included in Commodity Cost,1.3,761
3138,21414,114-UG-T30,FPQ-12477,SCMS-198541,ASN-22494,Uganda,PMO - US,Direct Drop,EXW,Air,7/8/13,9/10/13,16-Nov-13,16-Nov-13,21-Nov-13,ARV,Adult,CIPLA LIMITED,PLAVIX,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,60929,493524.9,8.1,0.13,"Cipla, Goa, India",Yes,8638,30764.18,610.49,688
3139,21469,105-SS-T30,FPQ-15569,SCMS-272170,ASN-32106,South Sudan,PMO - US,Direct Drop,EXW,Air,12/29/14,2/20/15,2-Jul-15,7-Jul-15,7-Jul-15,HRDT,HIV test - Ancillary,"Orgenics, Ltd",allergy medication,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,,Test kit - Ancillary,1,20,100.0,5.0,5.0,"Alere Medical Co., Ltd.",No,3424.441305712492,See ASN-32106 (ID#:19172),0.12,384
3140,21478,116-ZA-T30,FPQ-13973,SCMS-238551,ASN-26882,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/14,6/25/14,25-Jun-14,25-Jun-14,25-Jun-14,ARV,Pediatric,PHARMACY DIRECT,2000 units Vitamin D,Abacavir,Generic,20mg/ml,Oral solution,240,24,588.25,24.51,0.1,"Aurobindo Unit III, India",Yes,3424.441305712492,Freight Included in Commodity Cost,0.6,145
3141,21480,108-VN-T30,FPQ-13976,SCMS-236060,ASN-27813,Vietnam,PMO - US,Direct Drop,EXW,Air,4/8/14,4/30/14,22-Sep-14,15-Sep-14,17-Sep-14,ARV,Adult,HETERO LABS LIMITED,lamotrigine,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,14780,155190.0,10.5,0.35,Hetero Unit III Hyderabad IN,Yes,1671,2718.03,159.54,667
3142,21491,114-UG-T30,FPQ-11098,SCMS-171680,ASN-18883,Uganda,PMO - US,Direct Drop,EXW,Air,12/13/12,1/2/13,29-Apr-13,29-Apr-13,29-Apr-13,HRDT,HIV test,"Orgenics, Ltd",Tablet 1 tablet daily; Coreg 6.25 mg two times a day; Ferrous Sulfate 325 mg two times a day; Folidc Acid 1 mg daily; Lexapro 5 mg daily; Lisinopril Hydrochlorothizide 20-12.5 mg daily; Methimazole 5 m,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2957,236560.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1313,31917.19,292.62,291
3143,21493,102-BI-T30,FPQ-12580,SCMS-199580,ASN-21349,Burundi,PMO - US,Direct Drop,EXW,Air,7/9/13,7/31/13,20-Sep-13,20-Sep-13,20-Sep-13,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",CO Q10,"HIV 1/2, Stat-Pak Dipstick Assay Kit",Stat-Pak,,Test kit,30,1249,34472.4,27.6,0.92,Chembio Diagnostics Sys. Inc.,Yes,145,1682.15,42.64,693
3144,21525,116-ZA-T30,FPQ-13973,SCMS-238553,ASN-28021,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/14,8/28/14,28-Aug-14,28-Aug-14,28-Aug-14,ARV,Pediatric,PHARMACY DIRECT,DHA,Abacavir,Generic,20mg/ml,Oral solution,240,60,1470.62,24.51,0.1,"Aurobindo Unit III, India",No,3424.441305712492,Freight Included in Commodity Cost,1.51,511
3145,21536,110-PK-T30,FPQ-9896,SCMS-149790,ASN-23519,Pakistan,PMO - US,Direct Drop,EXW,Air,5/18/12,7/9/12,17-Mar-14,17-Mar-14,17-Mar-14,HRDT,HIV test,INVERNESS MEDICAL INNOVATIONS HONG KONG LTD,Keppra 1500 mg PO BID,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,4484,358720.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1744,19489.83,502.93,291
3146,21540,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28036,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,Complete Multi-Vitamin,Zidovudine,Generic,300mg,Tablet,60,17,460.89,27.11,0.45,"Aurobindo Unit III, India",No,3424.441305712492,Freight Included in Commodity Cost,0.57,192
