,ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Suggest count,Delivery Time,Shipment Cost,lat,long,db_cluster,Supply score
2551,12760,111-MZ-T01,Pre-PQ Process,SO-1039,DN-601,Mozambique,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-04-08,5-Apr-08,5-Apr-08,ARV,Adult,59,mutivitamins,Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,Tablet - FDC,60,2067,144690.0,70.0,1.17,GSK Ware (UK),No,3424.441305712492,11103.234819296562,231.5,755,707,0.0015686256821756174,24.25216005110323,62.08901659224073,0,11162.236387922245
2552,12761,114-UG-T01,Pre-PQ Process,SO-1820,DN-622,Uganda,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2008-03-11,11-Mar-08,11-Mar-08,ARV,Adult,59,alphagan. Ropressa,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,1860,13764.0,7.4,0.12,"Cipla, Goa, India",Yes,192,1617.52,22.02,235,679,0.004529345878136201,24.25216005110323,62.08901659224073,0,1680.5245293458781
2553,12762,100-ZW-T01,Pre-PQ Process,SO-710,DN-488,Zimbabwe,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-01-14,14-Jan-08,14-Jan-08,ARV,Adult,59,Loratidine,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,30,1600,3200.0,2.0,0.07,"Cipla, Goa, India",No,3424.441305712492,11103.234819296562,5.12,897,622,0.0020264683031606255,24.25216005110323,62.08901659224073,0,11162.236845764864
2554,12763,106-HT-T01,Pre-PQ Process,SO-1285,DN-627,Haiti,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-03-08,8-Mar-08,8-Mar-08,ARV,Adult,59,famotadine,Zidovudine,Generic,300mg,Tablet,60,3000,24450.0,8.15,0.14,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,39.12,464,676,0.0010807830950190004,17.46605305,78.38315469438473,1,11163.235900079657
2555,12764,111-MZ-T01,Pre-PQ Process,SO-1039,DN-628,Mozambique,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-04-08,5-Apr-08,5-Apr-08,ARV,Adult,59,carvedilol 6.25,Efavirenz,Generic,600mg,Tablet,30,12663,157274.46,12.42,0.41,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,251.64,291,707,0.0002560490630227435,17.46605305,78.38315469438473,1,11163.235075345625
2556,12766,106-HT-T01,Pre-PQ Process,SO-1287,DN-614,Haiti,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-03-04,21-Feb-08,21-Feb-08,ARV,Adult,59,topical tacrolimus (very small smear),Lamivudine,Generic,150mg,Tablet,60,32129,97672.16,3.04,0.05,"Ranbaxy, Paonta Shahib, India",No,3424.441305712492,11103.234819296562,156.28,502,672,0.00010091659513389776,24.25216005110323,62.08901659224073,0,11162.234920213157
2557,12770,117-ET-T01,Pre-PQ Process,SO-1542,DN-541,Ethiopia,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-12-20,9-Jan-08,9-Jan-08,ARV,Adult,59,Weed,Lamivudine,Generic,150mg,Tablet,60,29500,89680.0,3.04,0.05,"Ranbaxy, Paonta Shahib, India",Yes,1640,11273.0,143.49,479,597,0.0002330095080611823,24.25216005110323,62.08901659224073,0,11332.000233009509
2558,12771,114-UG-T01,Pre-PQ Process,SO-1299,DN-534,Uganda,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-02-15,15-Feb-08,15-Feb-08,ARV,Adult,59,Vita C,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,6500,48100.0,7.4,0.12,"Cipla, Goa, India",Yes,667,3609.2,76.96,930,654,0.0008324760696574789,24.25216005110323,62.08901659224073,0,3668.2008324760695
2559,12772,104-CI-T01,Pre-PQ Process,SO-1679,DN-581,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-02-05,5-Feb-08,5-Feb-08,ARV,Adult,59,Caridopa-Levadopa,Abacavir,Generic,300mg,Tablet,60,5836,160665.08,27.53,0.46,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,257.06,935,644,0.000555577327802776,17.46605305,78.38315469438473,1,11163.23537487389
2560,12773,104-CI-T01,Pre-PQ Process,SO-1112,DN-582,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-02-01,1-Feb-08,1-Feb-08,ARV,Pediatric,59,finasteride 5 mg,Stavudine,Generic,1mg/ml,Oral solution,200,2326,3535.52,1.52,0.01,"Aurobindo Unit III, India",Yes,232,1704.79,5.66,813,640,0.003159171435348534,17.46605305,78.38315469438473,1,1764.7931591714353
2561,12774,114-UG-T01,Pre-PQ Process,SO-1082,DN-589,Uganda,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2008-02-28,28-Feb-08,28-Feb-08,ARV,Adult,59,Exemestane,Nevirapine,Generic,200mg,Tablet,60,328,1115.2,3.4,0.06,"Ranbaxy, Paonta Shahib, India",No,3424.441305712492,11103.234819296562,1.78,10,667,0.00988521123492988,24.25216005110323,62.08901659224073,0,11166.244704507797
2562,12776,100-ZW-T01,Pre-PQ Process,SO-714,DN-709,Zimbabwe,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-04-21,21-Apr-08,21-Apr-08,ARV,Adult,59,benefiber,Efavirenz,Generic,600mg,Tablet,30,1860,23101.2,12.42,0.41,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296562,36.96,255,720,0.0017431985403532262,24.25216005110323,62.08901659224073,0,11162.236562495102
2563,12777,106-HT-T01,Pre-PQ Process,SO-2594,DN-802,Haiti,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-07-04,4-Jul-08,4-Jul-08,ARV,Adult,59,diltiazem,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,14995,141702.75,9.45,0.16,"Cipla, Goa, India",Yes,1586,17289.0,226.72,775,794,0.0007269762472316329,24.25216005110323,62.08901659224073,0,17348.000726976246
2564,12778,112-NG-T01,Pre-PQ Process,SO-2351,DN-717,Nigeria,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-04-18,18-Apr-08,18-Apr-08,ARV,Adult,59,D3.,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,16,420.0,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",No,3424.441305712492,11103.234819296562,0.67,147,717,0.20264683031606257,24.25216005110323,62.08901659224073,0,11162.437466126878
2565,12779,104-CI-T01,Pre-PQ Process,SO-1901,DN-735,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-05-14,14-May-08,14-May-08,ARV,Adult,59,Norvasc 5 mg daily Hztz 25 mg  orally daily Vtamin D  50,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,3847,28467.8,7.4,0.12,"Cipla, Goa, India",Yes,408,1514.68,45.55,318,743,0.0009650249494130899,24.25216005110323,62.08901659224073,0,1573.6809650249495
2566,12780,131-NG-T01,Pre-PQ Process,SO-2575,DN-737,Nigeria,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-05-14,14-May-08,14-May-08,ARV,Adult,59,Pioglitazone HCl 45 mg daily,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,16610,220580.8,13.28,0.22,"Cipla, Goa, India",No,3424.441305712492,11103.234819296562,352.93,731,743,0.00019520465292335949,24.25216005110323,62.08901659224073,0,11162.235014501215
2567,12781,109-TZ-T01,Pre-PQ Process,SO-2556,DN-748,Tanzania,PMO - US,From RDC,N/A - From RDC,3,Pre-PQ Process,2006-05-02,2008-06-30,30-Jun-08,30-Jun-08,ARV,Adult,59,Pristiq,Lamivudine,Generic,150mg,Tablet,60,8805,25622.55,2.91,0.05,"Ranbaxy, Paonta Shahib, India",No,3424.441305712492,11103.234819296562,41.0,274,790,0.0003682395553727429,24.25216005110323,62.08901659224073,0,11165.235187536116
2568,12782,109-TZ-T01,Pre-PQ Process,SO-2556,DN-748,Tanzania,PMO - US,From RDC,N/A - From RDC,3,Pre-PQ Process,2006-05-02,2008-06-30,30-Jun-08,30-Jun-08,ARV,Adult,59,omeprazole Gabapentin,Nevirapine,Generic,200mg,Tablet,60,87768,298411.2,3.4,0.06,"Ranbaxy, Paonta Shahib, India",No,3424.441305712492,11103.234819296562,477.46,662,790,3.6942271500512725e-05,24.25216005110323,62.08901659224073,0,11165.234856238834
2569,12783,104-CI-T01,Pre-PQ Process,SO-2045,DN-761,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-06-02,2-Jun-08,2-Jun-08,ARV,Pediatric,59,bp,Nevirapine,Generic,10mg/ml,Oral suspension,240,5536,10629.12,1.92,0.01,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,17.01,79,762,0.0005856844806822617,17.46605305,78.38315469438473,1,11163.235404981042
2570,12784,111-MZ-T01,Pre-PQ Process,SO-2670,DN-768,Mozambique,PMO - US,From RDC,N/A - From RDC,3,Pre-PQ Process,2006-05-02,2008-07-18,18-Jul-08,18-Jul-08,ARV,Adult,59,FLOVENT INH,Ritonavir,Norvir,100mg,Capsule,84,1358,13023.22,9.59,0.11,ABBVIE (Abbott) Logis. UK,Yes,387,2107.14,20.84,62,808,0.004009430192599696,24.25216005110323,62.08901659224073,0,2169.1440094301925
2571,12785,110-ZM-T01,Pre-PQ Process,SO-2485,DN-828,Zambia,PMO - US,From RDC,N/A - From RDC,3,Pre-PQ Process,2006-05-02,2008-07-29,29-Jul-08,29-Jul-08,ARV,Adult,59,ipatropium-albuterol nebulizer,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,9474,89529.3,9.45,0.16,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,143.25,227,819,0.00034223657220360996,17.46605305,78.38315469438473,1,11166.235161533134
2572,12786,109-TZ-T01,Pre-PQ Process,SO-10970,DN-831,Tanzania,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-08-21,21-Aug-08,21-Aug-08,ARV,Adult,59,fursemide 40mg BID,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,40000,296000.0,7.4,0.12,"Cipla, Goa, India",Yes,4289,24594.29,473.6,554,842,0.0001433567847983213,24.25216005110323,62.08901659224073,0,24653.290143356786
2573,12788,106-HT-T01,Pre-PQ Process,SO-2053,DN-744,Haiti,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-06-02,2-Jun-08,2-Jun-08,ARV,Pediatric,59,over all Parkinson medicine,Abacavir,Generic,20mg/ml,Oral solution,240,224,3696.0,16.5,0.07,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,5.91,814,762,0.014474773594004469,17.46605305,78.38315469438473,1,11163.249294070156
2574,12789,117-ET-T01,Pre-PQ Process,SO-1950,DN-669,Ethiopia,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2008-03-27,27-Mar-08,27-Mar-08,ARV,Adult,59,Vit c and Vit e,Stavudine,Generic,30mg,Capsule,60,78460,119259.2,1.52,0.03,"Aurobindo Unit III, India",Yes,5184,17910.0,190.81,833,695,4.403340697312148e-05,17.46605305,78.38315469438473,1,17974.000044033408
2575,12790,106-HT-T01,Pre-PQ Process,SO-2050,DN-736,Haiti,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-05-29,29-May-08,29-May-08,ARV,Adult,59,Tamsulosin Hyd. 0.4 mg,Abacavir,Generic,300mg,Tablet,60,270,7433.1,27.53,0.46,Mylan (formerly Matrix) Nashik,Yes,862,9711.2,11.89,455,758,0.0417255306350434,24.25216005110323,62.08901659224073,0,9770.241725530635
2576,12791,106-HT-T01,Pre-PQ Process,SO-2050,DN-736,Haiti,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-05-29,29-May-08,29-May-08,ARV,Pediatric,59,vitamin D 3,Lamivudine,Generic,10mg/ml,Oral solution,240,2415,4757.55,1.97,0.01,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,7.61,625,758,0.0013425876956757769,17.46605305,78.38315469438473,1,11163.236161884257
2577,12792,100-ZW-T01,Pre-PQ Process,SO-716,DN-770,Zimbabwe,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-06-09,9-Jun-08,9-Jun-08,ARV,Adult,59,Metformin 500 mg daily,Efavirenz,Generic,600mg,Tablet,30,1860,23101.2,12.42,0.41,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,36.96,941,769,0.0017431985403532262,17.46605305,78.38315469438473,1,11163.236562495102
2578,12793,136-RW-T01,Pre-PQ Process,SO-11520,DN-842,Cameroon,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-08-20,20-Aug-08,20-Aug-08,HRDT,HIV test,59,Vitamin D3 (50mcg x 1),"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,2000,64000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,643,7805.33,102.4,120,841,0.006069463452566096,24.25216005110323,62.08901659224073,0,7864.336069463452
2579,12794,113-ZW-T01,Pre-PQ Process,SO-1052,DN-838,Zimbabwe,PMO - US,From RDC,N/A - From RDC,3,Pre-PQ Process,2006-05-02,2008-07-26,26-Jul-08,26-Jul-08,HRDT,HIV test,59,LOratadine,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,4342,86840.0,20.0,0.8,"Standard Diagnostics, Korea",No,3424.441305712492,11103.234819296562,138.94,377,816,0.0007467409684608477,24.25216005110323,62.08901659224073,0,11165.23556603753
2580,12795,125-HT-T01,Pre-PQ Process,SO-1291,DN-686,Haiti,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-04-03,3-Apr-08,3-Apr-08,HRDT,HIV test,59,cetirizine hydrochloride 10mg-1tablet daily,"HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,15,1080.0,72.0,0.72,Inverness Japan,No,3424.441305712492,11103.234819296562,1.73,736,702,0.21615661900380007,57.4797553,-4.223209,3,11165.450975915566
2581,12796,110-ZM-T01,Pre-PQ Process,SO-2545,DN-779,Zambia,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-06-19,19-Jun-08,19-Jun-08,ARV,Adult,59,Cod Liver oil pill,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,30,81198,162396.0,2.0,0.07,"Cipla, Goa, India",Yes,4678,30610.2,259.83,835,779,8.058618890115392e-05,24.25216005110323,62.08901659224073,0,30669.20008058619
2582,12797,106-HT-T01,Pre-PQ Process,SO-2042,DN-682,Haiti,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-03-21,21-Mar-08,21-Mar-08,ARV,Pediatric,59,MTV,Abacavir,Generic,20mg/ml,Oral solution,240,128,2112.0,16.5,0.07,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,3.38,890,689,0.02533085378950782,17.46605305,78.38315469438473,1,11163.260150150352
2583,12798,112-NG-T01,Pre-PQ Process,SO-2356,DN-801,Nigeria,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-06-30,30-Jun-08,30-Jun-08,ARV,Adult,59,coreg (generic),Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,48,816.0,17.0,0.57,"Aspen-OSD, Port Elizabeth, SA",Yes,4,213.75,1.31,321,790,1.11328125,24.25216005110323,62.08901659224073,0,273.86328125
2584,12800,111-MZ-T01,Pre-PQ Process,SO-1615,DN-698,Mozambique,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-06-23,23-Jun-08,23-Jun-08,ARV,Adult,59,pancreatic enzymes,Efavirenz,Generic,600mg,Tablet,30,2500,31050.0,12.42,0.41,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,49.68,460,783,0.0012969397140228005,17.46605305,78.38315469438473,1,11163.236116236276
2585,12801,111-MZ-T01,Pre-PQ Process,SO-1615,DN-698,Mozambique,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-06-23,23-Jun-08,23-Jun-08,ARV,Adult,59,Montelukast Sodium,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1728,16416.0,9.5,0.16,"Cipla, Goa, India",No,3424.441305712492,11103.234819296562,26.27,243,783,0.0018763595399635422,24.25216005110323,62.08901659224073,0,11162.236695656102
2586,12803,113-ZW-T01,Pre-PQ Process,SO-1921,DN-645,Zimbabwe,PMO - US,From RDC,N/A - From RDC,3,Pre-PQ Process,2006-05-02,2008-03-07,7-Mar-08,7-Mar-08,ARV,Adult,59,alpha lipoic acid,Zidovudine,Generic,300mg,Tablet,60,3180,25917.0,8.15,0.14,"Aurobindo Unit III, India",Yes,182,1593.48,41.47,963,675,0.002753265602322206,17.46605305,78.38315469438473,1,1656.4827532656022
2587,12805,102-KE-T01,Pre-PQ Process,SO-1973,DN-697,Kenya,PMO - US,From RDC,N/A - From RDC,3,Pre-PQ Process,2006-05-02,2008-03-31,31-Mar-08,31-Mar-08,HRDT,HIV test - Ancillary,59,Metoprolol Succinate 100 mg/day,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,2000,20.0,0.01,0.0,Inverness Japan,No,3424.441305712492,11103.234819296562,0.03,174,699,0.0016211746425285004,57.4797553,-4.223209,3,11168.236440471204
2588,12806,111-MZ-T01,Pre-PQ Process,SO-2217,DN-699,Mozambique,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-04-21,21-Apr-08,21-Apr-08,ARV,Adult,59,amlodipine  besylote 10 mg,Nevirapine,Generic,200mg,Tablet,60,3000,10200.0,3.4,0.06,Hetero Unit III Hyderabad IN,Yes,168,1074.95,16.32,125,720,0.002132837301587302,17.4064817,78.4848769,1,1134.9521328373016
2589,12808,114-UG-T01,Pre-PQ Process,SO-1995,DN-683,Uganda,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-04-17,17-Apr-08,17-Apr-08,ARV,Pediatric,59,olanzapine,Nevirapine,Generic,10mg/ml,Oral suspension,240,127,243.84,1.92,0.01,"Aurobindo Unit III, India",Yes,46,740.34,0.39,520,716,0.12672714823690517,17.46605305,78.38315469438473,1,800.4667271482369
2590,12809,117-ET-T01,Pre-PQ Process,SO-1536,DN-630,Ethiopia,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-02-01,6-Mar-08,6-Mar-08,ARV,Adult,59,Cymbalta 60 mg,Lamivudine,Generic,150mg,Tablet,60,30874,93856.96,3.04,0.05,"Ranbaxy, Paonta Shahib, India",Yes,1822,9742.0,150.17,588,640,0.0001731836357356877,24.25216005110323,62.08901659224073,0,9801.000173183636
2591,12810,113-ZW-T01,Pre-PQ Process,SO-1873,DN-773,Zimbabwe,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-06-17,17-Jun-08,17-Jun-08,HRDT,HIV test - Ancillary,59,Elderberr,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,550,5.5,0.01,0.0,Inverness Japan,No,3424.441305712492,11103.234819296562,0.01,773,777,0.005895180518285457,57.4797553,-4.223209,3,11165.24071447708
2592,12811,113-ZW-T01,Pre-PQ Process,SO-1053,DN-774,Zimbabwe,PMO - US,From RDC,N/A - From RDC,3,Pre-PQ Process,2006-05-02,2008-06-17,17-Jun-08,17-Jun-08,HRDT,HIV test,59,pantaprozole,"HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,1800,129582.0,71.99,0.72,Inverness Japan,No,3424.441305712492,11103.234819296562,207.33,874,777,0.0018013051583650006,57.4797553,-4.223209,3,11168.23662060172
2593,12812,114-UG-T01,Pre-PQ Process,SO-2621,DN-812,Uganda,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-08-21,21-Aug-08,21-Aug-08,ARV,Adult,59,Vit. C-1000mg,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,1400,18900.0,13.5,0.22,"Aurobindo Unit III, India",Yes,156,1282.6,30.24,169,842,0.005872710622710622,17.46605305,78.38315469438473,1,1342.6058727106226
2594,12813,110-ZM-T01,Pre-PQ Process,SO-2484,DN-976,Zambia,PMO - US,From RDC,N/A - From RDC,3,Pre-PQ Process,2006-05-02,2008-11-07,7-Nov-08,7-Nov-08,ARV,Adult,59,Brimonidine 0.1% ophthalmic drops 1 drop each eye daily,Efavirenz,Generic,600mg,Tablet,30,35000,420350.0,12.01,0.4,Mylan (formerly Matrix) Nashik,Yes,2641,2938.92,823.89,687,920,3.179445015416239e-05,24.25216005110323,62.08901659224073,0,3000.92003179445
2595,12814,110-ZM-T01,Pre-PQ Process,SO-2487,DN-977,Zambia,PMO - US,From RDC,N/A - From RDC,3,Pre-PQ Process,2006-05-02,2008-11-07,7-Nov-08,7-Nov-08,ARV,Adult,59,VUIT D,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,50000,472500.0,9.45,0.16,"Aurobindo Unit III, India",Yes,4585,2938.92,926.1,617,920,1.2819716466739368e-05,17.46605305,78.38315469438473,1,3001.9200128197167
2596,12817,104-CI-T01,Pre-PQ Process,SO-16210,DN-1047,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2009-01-19,19-Jan-09,19-Jan-09,ARV,Adult,59,1 TABLET ( 0.5MG ) UP TO TWICE DAILY IF  NEEDED FOR ANXIETY,Nevirapine,Generic,200mg,Tablet,60,4100,13120.0,3.2,0.05,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,25.72,75,993,0.0007908168987943905,17.46605305,78.38315469438473,1,11163.235610113461
2597,12818,102-KE-T01,Pre-PQ Process,SO-11460,DN-963,Kenya,PMO - US,From RDC,N/A - From RDC,3,Pre-PQ Process,2006-05-02,2008-10-16,16-Oct-08,16-Oct-08,HRDT,HIV test,59,No perceptions or over the counter drugs,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,19999,399980.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,6074,1250.0,783.96,719,898,1.0290274144922261e-05,24.25216005110323,62.08901659224073,0,1312.000010290274
2598,12819,109-TZ-T01,Pre-PQ Process,SO-2561,DN-845,Tanzania,PMO - US,From RDC,N/A - From RDC,3,Pre-PQ Process,2006-05-02,2008-08-22,22-Aug-08,22-Aug-08,ARV,Adult,59,L-Citrulline 1500 mg,Lamivudine,Generic,150mg,Tablet,60,32544,94703.04,2.91,0.05,"Aurobindo Unit III, India",Yes,1608,1700.32,151.52,562,843,3.249179373535469e-05,17.46605305,78.38315469438473,1,1763.3200324917937
2599,12820,106-HT-T01,Pre-PQ Process,SO-12140,DN-860,Haiti,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-08-11,11-Aug-08,11-Aug-08,ARV,Pediatric,59,nitroglycerin 0.4mg,Stavudine,Generic,1mg/ml,Oral solution,200,1500,2100.0,1.4,0.01,"Aurobindo Unit III, India",Yes,235,3022.74,3.36,251,832,0.008575148936170212,17.46605305,78.38315469438473,1,3082.7485751489357
2600,12821,106-HT-T01,Pre-PQ Process,SO-12140,DN-860,Haiti,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-08-11,11-Aug-08,11-Aug-08,ARV,Pediatric,59,Flo gummy vitamins,Efavirenz,Generic,50mg,Capsule,30,1500,3360.0,2.24,0.07,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,5.38,803,832,0.0021615661900380007,17.46605305,78.38315469438473,1,11163.236980862752
2601,12822,112-NG-T01,Pre-PQ Process,SO-2729,DN-1008,Nigeria,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-11-17,17-Nov-08,17-Nov-08,ARV,Adult,59,Ondansetron 8 mg at 7:30 am Vit D,Ritonavir,Norvir,100mg,Capsule,336,2,76.72,38.36,0.11,ABBVIE (Abbott) France,No,3424.441305712492,11103.234819296562,0.15,560,930,1.6211746425285005,24.25216005110323,62.08901659224073,0,11163.85599393909
2602,12823,130-NG-T01,Pre-PQ Process,SO-10660,DN-1011,Nigeria,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-11-20,20-Nov-08,20-Nov-08,ARV,Adult,59,Eliquis due to Covid Pulmonary Embolisms + many others  (I?m daughter ... Mom got dizzy,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,1152,4492.8,3.9,0.06,Mylan (formerly Matrix) Nashik,Yes,85,1266.05,8.81,815,933,0.012929432189542484,24.25216005110323,62.08901659224073,0,1325.0629294321895
2603,12824,112-NG-T01,Pre-PQ Process,SO-2727,DN-888,Nigeria,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-08-31,31-Aug-08,31-Aug-08,ARV,Adult,59,Ondensetron,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,4,105.0,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",No,3424.441305712492,11103.234819296562,0.17,197,852,0.8105873212642503,24.25216005110323,62.08901659224073,0,11163.045406617826
2604,12825,130-NG-T01,Pre-PQ Process,SO-10550,DN-889,Nigeria,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-09-16,16-Sep-08,16-Sep-08,ARV,Adult,59,Alfuzosin HCL 10mg,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,784,3057.6,3.9,0.06,Mylan (formerly Matrix) Nashik,Yes,58,1102.98,4.89,631,868,0.02425624560168895,24.25216005110323,62.08901659224073,0,1162.0042562456017
2605,12826,100-PK-T01,Pre-PQ Process,SO-14930,DN-1004,Pakistan,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-11-17,17-Nov-08,17-Nov-08,HRDT,HIV test - Ancillary,59,Colace with senna,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,12,0.12,0.01,0.0,Inverness Japan,No,3424.441305712492,11103.234819296562,0.0,635,930,0.27019577375475007,57.4797553,-4.223209,3,11165.505015070317
